action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,conversion_rate_ranking,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,engagement_rate_ranking,frequency,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,quality_ranking,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,,,,1,,,,,,,,,,,,,,6912302343584,04 creatydesign06_natural-looking_y2k,6912278892584,FB_iOS_Purchase_itoshi_splitscreen_191125,6911773197184,FB_iOS_Purchase_itoshi_v1_set5_181125,0,UNKNOWN,,,,,,0,,,,,,,,,,,2025-11-25,2025-11-25,UNKNOWN,0,0,,,,,UNKNOWN,0,0,,,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6913347654184,tyson_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.33,0.33,,,0.33,,47.142857,47.142857,0,2025-11-25,2025-11-25,UNKNOWN,1,7,,,,,UNKNOWN,7,0.33,,2,,1,,
,499,1,,137,45,45,499,,,1,1,,3147,8,3147,35,26,,2975,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,133,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '25.696667'}, {'action_type': 'subscribe_total', 'value': '25.696667'}, {'action_type': 'start_trial_mobile_app', 'value': '25.696667'}, {'action_type': 'start_trial_total', 'value': '25.696667'}]",0.562701,"[{'action_type': 'outbound_click', 'value': '0.566838'}]",0.562701,1.713111,0.154489,,0.024496,0.024496,2.202571,,0.025913,0.579624,11.031769,11.161141,1.903263,2025-11-25,2025-11-25,ABOVE_AVERAGE,1.011727,6988,1.960504,137,"[{'action_type': 'outbound_click', 'value': '136'}]","[{'action_type': 'outbound_click', 'value': '1.946193'}]",AVERAGE,6907,77.09,441,4,413,2861,1436,885
3,1414,6,2,326,129,129,1414,3,3,3,3,3,13679,1,13679,72,66,3,13281,3,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,324,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '43.993333'}, {'action_type': 'subscribe_total', 'value': '43.993333'}, {'action_type': 'start_trial_mobile_app', 'value': '26.396'}, {'action_type': 'start_trial_total', 'value': '26.396'}]",0.809693,"[{'action_type': 'outbound_click', 'value': '0.809693'}]",0.809693,2.046202,0.186676,87.986667,0.019297,0.019297,3.666111,87.986667,0.019875,0.814691,9.306491,9.815559,1.142333,2025-11-25,2025-11-25,ABOVE_AVERAGE,1.0547,28363,1.149385,326,"[{'action_type': 'outbound_click', 'value': '326'}]","[{'action_type': 'outbound_click', 'value': '1.149385'}]",AVERAGE,26892,263.96,1056,4,955,12659,5562,2924
,,,,,,,,,,,,,2,,2,,,,2,,6913359259784,kendrick_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,UNKNOWN,,,,,,,,0.09,0.09,,,0.09,,25.714286,30,0,2025-11-25,2025-11-25,UNKNOWN,1.166667,7,,,,,UNKNOWN,6,0.18,,2,,2,1,1
,,,,,1,1,,,,,,,1,,1,,,,1,,6913866606184,tyson_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,UNKNOWN,,,,,0.13,,,0.13,0.13,,,0.13,,43.333333,43.333333,0,2025-11-25,2025-11-25,UNKNOWN,1,3,,,,,UNKNOWN,3,0.13,,5,,1,1,1
,435,4,1,137,38,38,435,,,,,,2951,1,2951,16,14,,2798,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,140,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '64.963333'}, {'action_type': 'subscribe_total', 'value': '64.963333'}, {'action_type': 'start_trial_mobile_app', 'value': '24.36125'}, {'action_type': 'start_trial_total', 'value': '24.36125'}]",1.422555,"[{'action_type': 'outbound_click', 'value': '1.422555'}]",1.422555,5.128684,0.448023,,0.066042,0.066042,12.180625,,0.069653,1.392071,23.220541,25.225214,1.668057,2025-11-25,2025-11-25,AVERAGE,1.086332,8393,1.632313,137,"[{'action_type': 'outbound_click', 'value': '137'}]","[{'action_type': 'outbound_click', 'value': '1.632313'}]",AVERAGE,7726,194.89,438,4,414,2693,1353,862
1,335,1,,48,23,23,335,1,1,,,1,1566,,1566,10,10,1,1508,1,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,47,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '17.178333'}, {'action_type': 'subscribe_total', 'value': '17.178333'}, {'action_type': 'start_trial_mobile_app', 'value': '12.88375'}, {'action_type': 'start_trial_total', 'value': '12.88375'}]",2.147292,"[{'action_type': 'outbound_click', 'value': '2.147292'}]",2.147292,4.481304,0.307672,103.07,0.065817,0.065817,10.307,103.07,0.068349,2.192979,23.240135,25.480841,1.059752,2025-11-25,2025-11-25,AVERAGE,1.096415,4435,1.0823,48,"[{'action_type': 'outbound_click', 'value': '48'}]","[{'action_type': 'outbound_click', 'value': '1.0823'}]",AVERAGE,4045,103.07,106,3,96,1439,633,320
,65,,,40,9,9,65,,,,,,515,,515,5,5,,470,,6914859920984,pose_bday,6914859920584,FB_iOS_Purchase_itoshi_bday_241125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,39,ABOVE_AVERAGE,"[{'action_type': 'subscribe_mobile_app', 'value': '55.065'}, {'action_type': 'subscribe_total', 'value': '55.065'}, {'action_type': 'start_trial_mobile_app', 'value': '55.065'}, {'action_type': 'start_trial_total', 'value': '55.065'}]",2.75325,"[{'action_type': 'outbound_click', 'value': '2.75325'}]",2.75325,12.236667,1.694308,,0.213845,0.213845,22.026,,0.234319,2.823846,35.872964,42.439306,1.270358,2025-11-25,2025-11-25,ABOVE_AVERAGE,1.183044,3070,1.302932,40,"[{'action_type': 'outbound_click', 'value': '40'}]","[{'action_type': 'outbound_click', 'value': '1.302932'}]",BELOW_AVERAGE_35,2595,110.13,99,2,93,467,231,146
,,,,,,,,,,,,,2,,2,,,,2,,6915585772384,tyson_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.12,0.12,,,0.12,,34.285714,34.285714,0,2025-11-25,2025-11-25,UNKNOWN,1,7,,,,,UNKNOWN,7,0.24,,2,,2,1,
,,,,,,,,,,,,,1,,1,,,,1,,6915585772584,kendrick_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.08,0.08,,,0.08,,16,16,0,2025-11-25,2025-11-25,UNKNOWN,1,5,,,,,UNKNOWN,5,0.08,1,5,1,3,1,1
,,,,4,1,1,,,,,,,334,,334,1,1,,329,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,4,ABOVE_AVERAGE,,5.4975,"[{'action_type': 'outbound_click', 'value': '5.4975'}]",5.4975,21.99,,,0.065838,0.065838,21.99,,0.066839,5.4975,26.24105,26.366906,0.477327,2025-11-25,2025-11-25,AVERAGE,1.004796,838,0.477327,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '0.477327'}]",AVERAGE,834,21.99,34,4,34,307,115,63
,,,,,,,,,,,,,2,,2,,,,2,,6915585772984,jesus_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,UNKNOWN,,,,,,,,0.045,0.045,,,0.045,,30,30,0,2025-11-25,2025-11-25,UNKNOWN,1,3,,,,,UNKNOWN,3,0.09,,4,,2,1,
,21,,,15,3,3,21,,,,,,390,,390,4,4,,371,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,14,ABOVE_AVERAGE,"[{'action_type': 'start_trial_mobile_app', 'value': '29.09'}, {'action_type': 'start_trial_total', 'value': '29.09'}]",1.939333,"[{'action_type': 'outbound_click', 'value': '1.939333'}]",1.939333,9.696667,1.385238,,0.07459,0.07459,7.2725,,0.07841,2.077857,24.383906,24.383906,1.173512,2025-11-25,2025-11-25,AVERAGE,1,1193,1.257334,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.257334'}]",BELOW_AVERAGE_35,1193,29.09,57,3,55,355,170,99
